18:04:00.006609, 500.1475, 4214
18:04:00.006661, 500.15, 4243
18:04:00.006683, 500.1525, 4244
18:04:00.006704, 500.155, 4161
18:04:00.007080, 500.1575, 4242
18:04:00.007108, 500.16, 4227
18:04:00.007124, 500.1625, 4224
18:04:00.007139, 500.165, 4233
18:04:00.007408, 500.1675, 4213
18:04:00.007428, 500.17, 4214
18:04:00.007443, 500.1725, 4084
18:04:00.007458, 500.175, 4218
18:04:00.007473, 500.1775, 4211
18:04:00.009065, 500.18, 4208
18:04:00.009086, 500.1825, 4208
18:04:00.009102, 500.185, 4208
18:04:00.009117, 500.1875, 4216
18:04:00.037236, 500.19, 4185
18:04:00.037336, 500.1925, 4224
18:04:00.037368, 500.195, 4213
18:04:00.037395, 500.1975, 4198
18:04:00.037884, 500.2, 4219
18:04:00.037915, 500.2025, 4237
18:04:00.037936, 500.205, 4191
18:04:00.037957, 500.2075, 4119
18:04:00.068685, 500.21, 4202
18:04:00.068792, 500.2125, 4201
18:04:00.068832, 500.215, 4179
18:04:00.068864, 500.2175, 4158
18:04:00.069411, 500.22, 4240
18:04:00.069490, 500.2225, 4226
18:04:00.069518, 500.225, 4132
18:04:00.069542, 500.2275, 4218
18:04:00.069948, 500.23, 4206
18:04:00.069979, 500.2325, 4213
18:04:00.070002, 500.235, 4148
18:04:00.070025, 500.2375, 4214
18:04:00.070571, 500.24, 4208
18:04:00.070602, 500.2425, 4078
18:04:00.070626, 500.245, 4200
18:04:00.070649, 500.2475, 4207
18:04:00.104215, 500.25, 4205
18:04:00.104275, 500.2525, 4176
18:04:00.104296, 500.255, 4197
18:04:00.104315, 500.2575, 4161
18:04:00.104629, 500.26, 4086
18:04:00.104655, 500.2625, 4168
18:04:00.104670, 500.265, 4146
18:04:00.104683, 500.2675, 4155
18:04:00.104697, 500.27, 4161
18:04:00.104941, 500.2725, 4173
18:04:00.104959, 500.275, 4139
18:04:00.104973, 500.2775, 4004
18:04:00.104987, 500.28, 4140
18:04:00.105226, 500.2825, 4130
18:04:00.105244, 500.285, 4099
18:04:00.105258, 500.2875, 4099
18:04:00.105272, 500.29, 4076
18:04:00.137298, 500.2925, 4087
18:04:00.137347, 500.295, 3986
18:04:00.137369, 500.2975, 4063
18:04:00.137389, 500.3, 4076
18:04:00.137753, 500.3025, 4074
18:04:00.137775, 500.305, 4079
18:04:00.137791, 500.3075, 4110
18:04:00.137806, 500.31, 4118
18:04:00.170002, 500.3125, 4048
18:04:00.170066, 500.315, 4137
18:04:00.170090, 500.3175, 4139
18:04:00.170111, 500.32, 4142
18:04:00.170460, 500.3225, 4155
18:04:00.170483, 500.325, 4151
18:04:00.170499, 500.3275, 4187
18:04:00.170514, 500.33, 4176
18:04:00.170529, 500.3325, 4185
18:04:00.170792, 500.335, 4199
18:04:00.170812, 500.3375, 4202
18:04:00.170827, 500.34, 4195
18:04:00.170850, 500.3425, 4215
18:04:00.171111, 500.345, 4228
18:04:00.171132, 500.3475, 4159
18:04:00.171147, 500.35, 4258
18:04:00.171162, 500.3525, 4253
18:04:00.201783, 500.355, 4230
18:04:00.201875, 500.3575, 4242
18:04:00.201920, 500.36, 4213
18:04:00.202054, 500.3625, 4216
18:04:00.202818, 500.365, 4199
18:04:00.202908, 500.3675, 4232
18:04:00.202946, 500.37, 4234
18:04:00.202975, 500.3725, 4244
18:04:00.203467, 500.375, 4245
18:04:00.203504, 500.3775, 4241
18:04:00.203532, 500.38, 4237
18:04:00.203559, 500.3825, 4128
18:04:00.210764, 500.385, 4227
18:04:00.210839, 500.3875, 4218
18:04:00.210910, 500.39, 4212
18:04:00.210956, 500.3925, 4231
18:04:00.235105, 500.395, 4244
18:04:00.235227, 500.3975, 4217
18:04:00.235321, 500.4, 4124
18:04:00.235379, 500.4025, 4211
18:04:00.236810, 500.405, 4198
18:04:00.236867, 500.4075, 4196
18:04:00.236897, 500.41, 4196
18:04:00.236922, 500.4125, 4207
18:04:00.236947, 500.415, 4188
18:04:00.246190, 500.4175, 4139
18:04:00.246273, 500.42, 4204
18:04:00.246328, 500.4225, 4208
18:04:00.246378, 500.425, 4200
18:04:00.272889, 500.4275, 4211
18:04:00.272957, 500.43, 4220
18:04:00.272988, 500.4325, 4201
18:04:00.273018, 500.435, 4121
18:04:00.273393, 500.4375, 4200
18:04:00.273419, 500.44, 4200
18:04:00.273436, 500.4425, 4179
18:04:00.273451, 500.445, 4172
18:04:00.273715, 500.4475, 4165
18:04:00.273740, 500.45, 4176
18:04:00.273755, 500.4525, 4087
18:04:00.273769, 500.455, 4173
18:04:00.280618, 500.4575, 4174
18:04:00.280672, 500.46, 4159
18:04:00.280695, 500.4625, 4153
18:04:00.280716, 500.465, 4170
18:04:00.310046, 500.4675, 4166
18:04:00.310162, 500.47, 4089
18:04:00.310217, 500.4725, 4193
18:04:00.310277, 500.475, 4182
18:04:00.311390, 500.4775, 4156
18:04:00.311478, 500.48, 4170
18:04:00.311535, 500.4825, 4170
18:04:00.311588, 500.485, 4162
18:04:00.311640, 500.4875, 4072
18:04:00.316829, 500.49, 4178
18:04:00.316879, 500.4925, 4188
18:04:00.316906, 500.495, 4162
18:04:00.316965, 500.4975, 4157
18:04:00.338098, 500.5, 4192
18:04:00.338171, 500.5025, 4161
18:04:00.338191, 500.505, 4085
18:04:00.338253, 500.5075, 4163
18:04:00.338538, 500.51, 4171
18:04:00.338558, 500.5125, 4189
18:04:00.338572, 500.515, 4179
18:04:00.338586, 500.5175, 4187
18:04:00.350634, 500.52, 4188
18:04:00.350728, 500.5225, 4136
