17:57:00.001919, 80.125, 4170
17:57:00.002005, 80.1275, 4194
17:57:00.002076, 80.13, 4213
17:57:00.002124, 80.1325, 4214
17:57:00.002836, 80.135, 4190
17:57:00.002917, 80.1375, 4222
17:57:00.002957, 80.14, 4222
17:57:00.002992, 80.1425, 4181
17:57:00.003027, 80.145, 4168
17:57:00.003637, 80.1475, 4167
17:57:00.003683, 80.15, 4159
17:57:00.003718, 80.1525, 4130
17:57:00.003752, 80.155, 4185
17:57:00.004351, 80.1575, 4190
17:57:00.004395, 80.16, 4176
17:57:00.004430, 80.1625, 4165
17:57:00.004464, 80.165, 4183
17:57:00.005094, 80.1675, 4175
17:57:00.005139, 80.17, 4166
17:57:00.005173, 80.1725, 4194
17:57:00.005206, 80.175, 4272
17:57:00.012057, 80.1775, 4330
17:57:00.012144, 80.18, 4388
17:57:00.012173, 80.1825, 4404
17:57:00.012200, 80.185, 4421
17:57:00.032925, 80.1875, 4399
17:57:00.033015, 80.19, 4320
17:57:00.033039, 80.1925, 4159
17:57:00.033057, 80.195, 3948
17:57:00.033352, 80.1975, 3725
17:57:00.033372, 80.2, 3440
17:57:00.033387, 80.2025, 3178
17:57:00.033401, 80.205, 2815
17:57:00.064066, 80.2075, 2416
17:57:00.064159, 80.21, 2176
17:57:00.064196, 80.2125, 2024
17:57:00.064224, 80.215, 2179
17:57:00.064658, 80.2175, 2514
17:57:00.064689, 80.22, 3089
17:57:00.064704, 80.2225, 3950
17:57:00.064726, 80.225, 4662
17:57:00.065002, 80.2275, 4899
17:57:00.065025, 80.23, 4921
17:57:00.065039, 80.2325, 4890
17:57:00.065053, 80.235, 4782
17:57:00.065067, 80.2375, 4655
17:57:00.071507, 80.24, 4566
17:57:00.071561, 80.2425, 4538
17:57:00.071592, 80.245, 4475
17:57:00.071620, 80.2475, 4423
17:57:00.100481, 80.25, 4421
17:57:00.100568, 80.2525, 4432
17:57:00.100623, 80.255, 4421
17:57:00.100651, 80.2575, 4412
17:57:00.101198, 80.26, 4437
17:57:00.101235, 80.2625, 4436
17:57:00.101260, 80.265, 4413
17:57:00.101285, 80.2675, 4424
17:57:00.101705, 80.27, 4418
17:57:00.101737, 80.2725, 4419
17:57:00.101761, 80.275, 4297
17:57:00.101785, 80.2775, 4410
17:57:00.134716, 80.28, 4386
17:57:00.134817, 80.2825, 4328
17:57:00.134910, 80.285, 4347
17:57:00.134976, 80.2875, 4350
17:57:00.135718, 80.29, 4329
17:57:00.135769, 80.2925, 4345
17:57:00.135803, 80.295, 4350
17:57:00.135833, 80.2975, 4310
17:57:00.135864, 80.3, 4314
17:57:00.136437, 80.3025, 4336
17:57:00.136480, 80.305, 4310
17:57:00.136512, 80.3075, 4310
17:57:00.136543, 80.31, 4284
17:57:00.141402, 80.3125, 4311
17:57:00.141442, 80.315, 4303
17:57:00.141460, 80.3175, 4281
17:57:00.141475, 80.32, 4275
17:57:00.166360, 80.3225, 4275
17:57:00.166467, 80.325, 4283
17:57:00.166508, 80.3275, 4252
17:57:00.166546, 80.33, 4282
17:57:00.167404, 80.3325, 4266
17:57:00.167467, 80.335, 4244
17:57:00.167503, 80.3375, 4248
17:57:00.167538, 80.34, 4224
